# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Sun, 01 Mar 2026 03:00:31 +0100
#
# IP	number of (black)lists
#
89.71.206.150	1
89.75.95.16	1
89.86.88.197	1
89.89.217.151	1
89.110.72.117	1
89.110.97.184	1
89.114.226.140	1
89.116.30.205	1
89.117.58.29	1
89.117.60.34	1
89.117.72.131	1
89.117.76.205	1
89.117.172.121	1
89.141.211.143	1
89.147.108.149	1
89.147.108.200	1
89.147.108.232	1
89.147.109.82	1
89.147.109.206	1
89.148.101.156	1
89.149.218.61	1
89.149.218.62	1
89.155.141.137	1
89.162.21.131	1
89.163.135.146	1
89.163.242.248	1
89.164.57.234	1
89.164.107.178	1
89.164.109.203	1
89.166.29.73	1
89.171.13.82	1
89.171.143.26	1
89.176.107.31	1
89.177.159.5	1
89.177.159.239	1
89.179.241.43	1
89.182.180.91	1
89.182.188.175	1
89.187.191.243	1
89.207.131.19	1
89.216.91.120	1
89.216.115.44	1
89.217.193.252	1
89.222.171.196	1
89.233.207.111	1
89.233.246.104	1
89.241.32.126	1
89.242.132.159	1
89.244.196.88	1
89.245.82.227	1
89.245.208.112	1
89.245.214.168	1
89.245.217.131	1
89.246.112.42	1
89.246.115.48	1
89.246.216.157	1
89.246.216.205	1
89.247.27.41	1
89.247.27.213	1
90.1.122.79	1
90.1.132.28	1
90.7.252.162	1
90.11.72.52	1
90.26.202.86	1
90.38.104.33	1
90.38.185.106	1
90.62.213.33	1
90.63.77.252	1
90.66.179.177	1
90.74.237.141	1
90.76.169.93	1
90.79.67.163	1
90.90.234.183	1
90.103.132.119	1
90.120.210.230	1
90.143.133.202	1
90.146.49.12	1
90.146.121.4	1
90.146.207.67	1
90.155.12.11	1
90.186.159.5	1
90.187.42.157	1
90.188.22.249	1
90.188.248.101	1
90.188.251.32	1
90.189.119.69	1
90.189.183.22	1
90.189.194.61	1
90.190.195.132	1
90.203.109.184	1
90.206.35.211	1
90.213.6.122	1
90.219.135.189	1
90.222.140.105	1
90.227.192.172	1
90.230.73.111	1
90.241.215.38	1
90.242.69.92	1
90.243.99.153	1
90.247.103.52	1
90.248.150.227	1
90.250.10.165	1
90.250.100.231	1
91.0.196.218	1
91.1.97.238	1
91.1.104.122	1
91.3.78.232	1
91.8.243.249	1
91.9.73.98	1
91.13.242.210	1
91.15.201.83	1
91.34.254.192	1
91.41.23.95	1
91.41.107.229	1
91.42.222.83	1
91.43.20.137	1
91.48.253.215	1
91.49.86.155	1
91.49.204.221	1
91.51.47.139	1
91.51.249.96	1
91.55.110.232	1
91.55.243.80	1
91.59.255.206	1
91.63.170.139	1
91.64.89.15	1
91.67.41.169	1
91.67.58.189	1
91.67.70.105	1
91.67.100.83	1
91.77.165.170	1
91.77.168.231	1
91.84.64.101	1
91.84.65.9	1
91.84.79.241	1
91.90.166.203	1
91.92.144.226	1
91.92.152.118	1
91.92.152.122	1
91.92.153.100	1
91.92.154.145	1
91.98.117.74	1
91.98.226.36	1
91.99.80.127	1
91.99.173.139	1
91.99.196.160	1
91.107.234.217	1
91.113.13.245	1
91.116.218.48	1
91.117.72.231	1
91.121.62.2	1
91.123.24.251	1
91.134.53.221	1
91.134.53.252	1
91.134.56.162	1
91.134.59.2	1
91.134.59.15	1
91.134.69.104	1
91.134.69.107	1
91.134.69.111	1
91.134.69.112	1
91.134.69.114	1
91.134.69.119	1
91.134.70.52	1
91.134.73.18	1
91.134.74.180	1
91.134.111.233	1
91.134.145.202	1
91.135.0.187	1
91.138.39.91	1
91.139.100.3	1
91.148.48.104	1
91.152.49.228	1
91.156.168.75	1
91.157.117.139	1
91.158.158.182	1
91.160.52.97	1
91.160.199.232	1
91.173.183.211	1
91.179.18.97	1
91.184.71.76	1
91.184.168.149	1
91.184.169.160	1
91.184.171.212	1
91.190.198.233	1
91.193.181.3	1
91.196.10.172	1
91.202.4.65	1
91.202.204.10	1
91.204.99.178	1
91.204.149.107	1
91.206.16.214	1
91.206.17.195	1
91.209.51.131	1
91.210.109.21	1
91.215.91.254	1
91.218.20.125	1
91.221.214.251	1
91.223.89.167	1
91.227.33.15	1
91.227.77.162	1
91.228.45.103	1
91.228.45.130	1
91.229.203.102	1
91.231.182.136	1
91.232.105.95	1
91.235.116.65	1
91.235.234.36	1
91.235.255.7	1
91.236.251.137	1
91.240.84.52	1
91.244.70.30	1
92.22.130.130	1
92.27.11.85	1
92.27.11.87	1
92.32.90.68	1
92.32.171.68	1
92.42.110.219	1
92.43.24.225	1
92.43.187.34	1
92.51.2.21	1
92.53.84.165	1
92.58.188.204	1
92.60.65.30	1
92.96.47.132	1
92.98.163.231	1
92.106.166.252	1
92.106.223.65	1
92.109.229.198	1
92.116.3.41	1
92.116.5.214	1
92.116.12.68	1
92.116.196.88	1
92.116.198.87	1
92.117.104.59	1
92.117.107.1	1
92.117.218.180	1
92.117.219.188	1
92.153.2.129	1
92.154.24.7	1
92.159.183.137	1
92.161.92.166	1
92.161.110.22	1
92.169.122.234	1
92.171.88.50	1
92.179.52.1	1
92.186.67.107	1
92.203.59.113	1
92.205.27.36	1
92.205.232.47	1
92.205.232.184	1
92.220.136.45	1
92.221.31.238	1
92.221.177.171	1
92.234.120.180	1
92.236.63.35	1
92.236.100.157	1
92.245.69.81	1
92.248.33.96	1
92.248.49.114	1
92.248.255.78	1
92.251.78.223	1
93.28.42.184	1
93.41.137.111	1
93.41.139.117	1
93.44.132.136	1
93.44.152.140	1
93.47.89.163	1
93.51.8.167	1
93.51.41.175	1
93.56.5.69	1
93.56.123.211	1
93.57.81.162	1
93.67.187.14	1
93.71.229.109	1
93.83.126.92	1
93.88.75.121	1
93.89.130.246	1
93.89.146.184	1
93.93.39.39	1
93.93.205.109	1
93.95.88.13	1
93.99.194.150	1
93.100.35.189	1
93.103.13.1	1
93.107.118.164	1
93.111.9.20	1
93.115.26.6	1
93.115.28.92	1
93.123.135.12	1
93.125.121.226	1
93.130.227.125	1
93.131.89.205	1
93.133.244.132	1
93.144.98.229	1
93.144.176.225	1
93.146.79.116	1
93.151.173.61	1
93.160.66.70	1
93.165.249.26	1
93.173.78.144	1
93.174.188.110	1
93.176.172.123	1
93.176.173.13	1
93.177.73.234	1
93.189.25.250	1
93.190.142.111	1
93.192.186.95	1
93.192.232.94	1
93.194.29.53	1
93.194.31.222	1
93.194.206.7	1
93.195.220.127	1
93.198.152.177	1
93.199.10.129	1
93.199.14.125	1
93.201.127.93	1
93.201.182.153	1
93.202.135.249	1
93.204.71.185	1
93.206.66.188	1
93.206.90.190	1
93.207.97.197	1
93.207.101.87	1
93.209.104.253	1
93.209.116.36	1
93.212.79.124	1
93.212.194.61	1
93.219.4.108	1
93.220.10.27	1
93.220.55.165	1
93.221.215.71	1
93.226.139.159	1
93.229.167.42	1
93.231.226.32	1
93.232.124.236	1
93.234.125.21	1
93.235.158.186	1
93.238.34.25	1
93.238.114.236	1
93.238.166.152	1
93.239.24.167	1
93.240.3.172	1
93.241.86.152	1
93.241.220.91	1
93.245.47.101	1
93.255.163.238	1
94.5.153.54	1
94.8.164.225	1
94.16.40.157	1
94.16.109.19	1
94.16.111.27	1
94.16.122.152	1
94.17.19.132	1
94.19.3.36	1
94.19.128.204	1
94.19.184.214	1
94.23.12.181	1
94.23.250.143	1
94.27.51.14	1
94.30.6.62	1
94.34.196.193	1
94.41.23.175	1
94.41.86.109	1
94.45.223.134	1
94.60.164.36	1
94.61.30.182	1
94.72.107.159	1
94.72.116.42	1
94.74.105.231	1
94.79.55.28	1
94.90.124.5	1
94.100.70.89	1
94.101.118.2	1
94.110.38.44	1
94.112.34.205	1
94.112.59.239	1
94.112.251.75	1
94.130.14.167	1
94.130.20.181	1
94.130.20.235	1
94.130.57.196	1
94.130.64.182	1
94.130.69.46	1
94.130.71.31	1
94.130.79.4	1
94.130.110.224	1
94.130.179.91	1
94.130.205.238	1
94.130.220.96	1
94.130.221.190	1
94.131.0.93	1
94.131.140.22	1
94.131.172.132	1
94.134.191.142	1
94.141.123.162	1
94.154.159.99	1
94.157.37.122	1
94.176.238.212	1
94.177.8.76	1
94.181.46.106	1
94.181.94.74	1
94.198.51.247	1
94.198.55.181	1
94.203.133.112	1
94.208.144.103	1
94.226.27.21	1
94.227.24.12	1
94.229.145.74	1
94.230.156.175	1
94.231.130.145	1
94.241.71.63	1
94.247.42.43	1
95.31.5.255	1
95.31.28.249	1
95.31.188.110	1
95.31.215.177	1
95.40.138.112	1
95.40.148.0	1
95.49.248.109	1
95.60.35.232	1
95.62.61.145	1
95.79.52.193	1
95.82.130.223	1
95.84.162.152	1
95.85.72.100	1
95.87.93.203	1
95.88.61.190	1
95.90.35.22	1
95.90.91.139	1
95.90.138.145	1
95.91.22.7	1
95.95.119.201	1
95.98.13.161	1
95.99.66.212	1
95.99.116.159	1
95.99.141.111	1
95.99.237.89	1
95.105.208.115	1
95.105.216.48	1
95.110.234.93	1
95.111.241.77	1
95.111.248.89	1
95.114.52.252	1
95.117.19.183	1
95.117.106.123	1
95.128.200.91	1
95.129.1.151	1
95.129.234.41	1
95.138.220.244	1
95.141.35.117	1
95.141.241.26	1
95.154.67.242	1
95.157.1.90	1
95.159.224.202	1
95.160.138.200	1
95.163.5.83	1
95.165.0.208	1
95.165.11.241	1
95.165.155.210	1
95.168.136.85	1
95.168.169.227	1
95.168.171.167	1
95.170.88.58	1
95.172.224.94	1
95.173.197.210	1
95.173.204.34	1
95.174.66.218	1
95.178.88.189	1
95.179.216.148	1
95.181.49.198	1
95.183.54.114	1
95.188.96.17	1
95.208.50.156	1
95.208.115.142	1
95.211.152.100	1
95.211.241.180	1
95.213.143.91	1
95.213.145.218	1
95.214.55.53	1
95.214.162.201	1
95.214.235.86	1
95.216.3.111	1
95.216.13.117	1
95.216.14.60	1
95.216.16.111	1
95.216.17.223	1
95.216.21.47	1
95.216.21.162	1
95.216.23.120	1
95.216.23.174	1
95.216.30.47	1
95.216.33.101	1
95.216.33.150	1
95.216.36.163	1
95.216.36.239	1
95.216.69.185	1
95.216.73.112	1
95.216.93.232	1
95.216.98.157	1
95.216.102.30	1
95.216.113.252	1
95.216.122.130	1
95.216.159.206	1
95.216.178.56	1
95.216.179.215	1
95.216.194.199	1
95.216.226.214	1
95.216.246.152	1
95.217.20.19	1
95.217.26.104	1
95.217.27.45	1
95.217.27.180	1
95.217.27.248	1
95.217.28.91	1
95.217.30.158	1
95.217.32.30	1
95.217.35.247	1
95.217.41.33	1
95.217.43.125	1
95.217.69.92	1
95.217.70.47	1
95.217.75.216	1
95.217.77.101	1
95.217.78.81	1
95.217.87.60	1
95.217.106.33	1
95.217.106.91	1
95.217.107.25	1
95.217.108.172	1
95.217.150.126	1
95.217.152.8	1
95.217.160.34	1
95.217.189.228	1
95.217.192.209	1
95.217.194.100	1
95.217.200.89	1
95.217.201.196	1
95.217.201.247	1
95.217.213.185	1
95.217.240.155	1
95.217.241.15	1
95.217.244.33	1
95.217.245.232	1
95.220.222.12	1
95.222.87.130	1
95.222.125.254	1
95.229.68.243	1
95.244.110.38	1
96.2.95.149	1
96.2.114.10	1
96.3.40.18	1
96.3.65.249	1
96.19.6.17	1
96.19.135.48	1
96.29.37.45	1
96.35.41.237	1
96.35.233.150	1
96.35.237.162	1
96.36.140.85	1
96.41.28.203	1
96.42.220.114	1
96.43.142.163	1
96.44.56.171	1
96.53.92.166	1
96.53.170.130	1
96.58.154.28	1
96.60.27.192	1
96.61.19.245	1
96.74.179.132	1
96.81.219.106	1
96.88.45.25	1
96.227.56.17	1
96.227.244.11	1
96.227.250.22	1
96.228.44.90	1
96.230.76.95	1
96.230.162.105	1
96.230.197.185	1
96.231.126.91	1
96.231.247.117	1
96.232.138.218	1
96.234.103.101	1
96.235.134.122	1
96.236.195.11	1
96.237.231.17	1
96.238.29.2	1
96.240.22.254	1
96.244.38.133	1
96.244.56.50	1
96.244.149.90	1
96.245.8.112	1
96.245.124.151	1
96.245.231.15	1
96.246.211.250	1
96.255.66.130	1
96.255.237.173	1
97.82.72.48	1
97.82.163.138	1
97.84.92.224	1
97.91.2.250	1
97.92.253.219	1
97.94.3.244	1
97.95.93.32	1
97.100.207.218	1
97.104.102.225	1
97.104.192.12	1
97.112.76.241	1
97.113.11.88	1
97.113.128.208	1
97.113.238.30	1
97.115.77.28	1
97.117.96.239	1
97.118.133.111	1
97.118.172.159	1
97.119.120.38	1
97.120.100.58	1
97.121.210.135	1
97.126.88.211	1
97.127.81.58	1
97.128.76.117	1
97.165.50.132	1
97.176.13.14	1
97.185.37.149	1
97.186.63.56	1
97.200.146.152	1
97.215.14.245	1
97.242.225.47	1
98.13.77.64	1
98.13.176.40	1
98.18.158.137	1
98.23.220.194	1
98.24.179.30	1
98.29.254.159	1
98.40.252.180	1
98.43.156.51	1
98.44.193.58	1
98.45.189.17	1
98.50.198.216	1
98.53.133.111	1
98.56.246.193	1
98.58.14.245	1
98.60.180.26	1
98.63.106.14	1
98.82.198.99	1
98.89.76.100	1
98.95.124.47	1
98.96.27.192	1
98.96.52.153	1
98.109.128.211	1
98.110.112.58	1
98.110.190.247	1
98.115.30.172	1
98.116.190.240	1
98.117.198.160	1
98.121.226.95	1
98.124.16.20	1
98.124.112.37	1
98.124.193.106	1
98.127.140.101	1
98.128.205.49	1
98.128.205.80	1
98.128.230.186	1
98.143.182.206	1
98.144.72.102	1
98.147.203.136	1
98.149.50.178	1
98.149.224.22	1
98.150.203.133	1
98.150.234.252	1
98.155.16.146	1
98.155.187.125	1
98.157.112.201	1
98.163.42.226	1
98.163.222.4	1
98.164.148.20	1
98.165.59.5	1
98.165.151.77	1
98.168.198.50	1
98.169.0.233	1
98.169.79.35	1
98.169.81.233	1
98.176.134.150	1
98.184.3.27	1
98.186.46.110	1
98.191.193.194	1
98.193.41.246	1
98.193.88.70	1
98.195.160.134	1
98.197.11.35	1
98.197.25.97	1
98.204.134.13	1
98.206.141.136	1
98.211.255.124	1
98.212.75.146	1
98.215.201.138	1
98.217.32.68	1
98.217.89.195	1
98.222.113.22	1
98.227.33.174	1
98.227.252.166	1
98.235.46.154	1
98.242.121.56	1
98.244.126.209	1
98.248.216.89	1
98.249.16.87	1
98.251.47.34	1
99.8.34.23	1
99.11.118.143	1
99.17.251.211	1
99.19.17.192	1
99.21.93.101	1
99.29.119.195	1
99.35.42.51	1
99.36.248.210	1
99.40.4.104	1
99.44.27.154	1
99.46.180.148	1
99.50.209.165	1
99.53.67.61	1
99.56.151.125	1
99.68.154.253	1
99.69.16.182	1
99.72.87.137	1
99.74.17.207	1
99.76.21.9	1
99.79.106.248	1
99.79.135.85	1
99.80.176.204	1
99.83.216.0	1
99.93.57.133	1
99.99.12.59	1
99.101.169.174	1
99.101.241.241	1
99.105.195.36	1
99.106.31.73	1
99.106.75.239	1
99.106.88.212	1
99.107.126.131	1
99.119.117.136	1
99.120.246.104	1
99.124.216.71	1
99.129.206.230	1
99.135.180.41	1
99.156.179.225	1
99.159.85.31	1
99.163.117.95	1
99.177.195.115	1
99.189.173.28	1
99.190.4.224	1
99.199.133.225	1
99.217.209.121	1
99.226.107.13	1
99.229.90.201	1
99.229.184.94	1
99.230.100.214	1
99.233.20.215	1
99.234.174.251	1
99.236.8.151	1
99.237.150.230	1
99.238.254.60	1
99.240.76.240	1
99.242.205.252	1
99.245.124.119	1
99.245.130.4	1
99.246.50.51	1
99.247.37.145	1
99.247.63.171	1
99.247.177.237	1
99.248.151.172	1
99.250.248.64	1
99.255.33.31	1
99.255.190.209	1
100.0.71.9	1
100.0.242.58	1
100.1.138.191	1
100.2.3.23	1
100.2.30.205	1
100.2.123.254	1
100.2.138.147	1
100.6.83.46	1
100.7.126.23	1
100.8.25.155	1
100.8.176.170	1
100.8.218.240	1
100.11.94.80	1
100.11.124.173	1
100.12.25.11	1
100.14.58.131	1
100.14.191.70	1
100.15.69.43	1
100.15.81.30	1
100.15.131.3	1
100.16.80.61	1
100.16.217.184	1
100.16.229.251	1
100.16.248.202	1
100.17.20.198	1
100.22.106.70	1
100.25.6.121	1
100.28.72.86	1
100.33.48.128	1
100.34.8.148	1
100.35.193.141	1
100.36.2.125	1
100.36.144.216	1
100.36.230.146	1
100.38.3.57	1
100.40.55.134	1
100.40.203.39	1
101.0.96.62	1
101.36.109.248	1
101.37.68.30	1
101.43.156.151	1
101.47.131.207	1
101.47.139.219	1
101.47.157.148	1
101.51.79.173	1
101.58.112.209	1
101.98.25.223	1
101.98.39.188	1
101.99.88.33	1
101.99.89.200	1
101.100.134.94	1
101.108.4.3	1
101.127.61.197	1
101.186.4.58	1
101.188.199.7	1
101.189.53.162	1
102.35.206.125	1
102.37.222.103	1
102.132.147.216	1
102.132.163.53	1
102.132.172.34	1
102.132.192.141	1
102.213.5.122	1
103.3.60.246	1
103.21.187.233	1
103.29.68.105	1
103.37.205.47	1
103.45.247.202	1
103.55.8.155	1
103.57.60.162	1
103.66.126.184	1
103.95.115.19	1
103.99.169.120	1
103.101.44.30	1
103.108.231.153	1
103.115.208.30	1
103.135.86.239	1
103.156.157.73	1
103.193.138.6	1
103.209.12.144	1
103.210.25.160	1
103.214.110.170	1
103.228.171.171	1
103.231.42.36	1
103.232.248.31	1
103.232.253.200	1
103.237.17.5	1
103.241.82.214	1
103.251.165.138	1
103.252.195.225	1
104.0.10.125	1
104.1.172.133	1
104.1.209.172	1
104.2.25.72	1
104.7.216.111	1
104.9.92.111	1
104.9.240.99	1
104.11.255.33	1
104.12.36.171	1
104.12.253.50	1
104.14.132.35	1
104.36.175.37	1
104.50.192.55	1
104.52.194.236	1
104.54.14.17	1
104.54.81.235	1
104.55.74.35	1
104.56.151.80	1
104.56.198.125	1
104.57.178.131	1
104.57.179.138	1
104.61.60.93	1
104.62.136.12	1
104.62.145.108	1
104.128.64.58	1
104.139.16.224	1
104.139.104.137	1
104.143.2.195	1
104.152.81.171	1
104.156.12.55	1
104.167.218.213	1
104.172.235.227	1
104.173.225.221	1
104.176.44.82	1
104.177.72.80	1
104.177.119.248	1
104.180.140.223	1
104.188.184.47	1
104.192.42.140	1
104.193.240.190	1
104.197.165.155	1
104.198.149.61	1
104.199.67.60	1
104.199.210.140	1
104.200.21.80	1
104.200.67.161	1
104.205.255.84	1
104.220.118.148	1
104.223.21.214	1
104.228.209.40	1
104.229.101.78	1
104.229.171.251	1
104.231.105.188	1
104.231.107.176	1
104.238.220.199	1
104.243.35.225	1
104.243.41.215	1
104.244.73.6	1
104.248.16.27	1
104.248.41.3	1
104.248.81.232	1
104.248.105.14	1
104.248.105.58	1
104.248.157.8	1
104.248.199.192	1
104.248.200.139	1
104.248.214.45	1
104.248.253.196	1
105.106.158.70	1
105.109.118.108	1
105.186.235.36	1
107.4.54.200	1
107.5.69.163	1
107.5.153.70	1
107.11.32.177	1
107.13.105.120	1
107.21.151.207	1
107.134.176.131	1
107.137.217.121	1
107.138.76.43	1
107.142.247.215	1
107.145.58.195	1
107.146.242.152	1
107.150.46.114	1
107.155.67.211	1
107.173.244.87	1
107.175.82.64	1
107.182.173.165	1
107.191.149.106	1
107.193.219.247	1
107.193.245.33	1
107.195.48.241	1
107.197.214.128	1
107.200.171.114	1
107.201.128.10	1
107.201.236.210	1
107.204.75.214	1
107.206.254.47	1
107.209.23.24	1
107.211.211.138	1
107.213.8.224	1
107.213.116.70	1
107.215.61.95	1
107.215.145.100	1
107.215.239.244	1
107.216.31.38	1
107.217.155.245	1
107.217.160.112	1
107.217.163.116	1
107.219.74.183	1
107.220.225.108	1
107.222.16.143	1
107.223.15.141	1
108.2.56.46	1
108.2.98.238	1
108.2.107.89	1
108.3.147.53	1
108.3.156.2	1
108.5.227.41	1
108.6.3.143	1
108.6.181.104	1
108.7.220.151	1
108.11.19.133	1
108.11.182.8	1
108.12.226.184	1
108.16.14.171	1
108.16.251.141	1
108.20.30.211	1
108.20.173.160	1
108.21.60.115	1
108.21.244.129	1
108.24.100.83	1
108.26.56.212	1
108.26.156.134	1
108.26.169.82	1
108.26.231.81	1
108.31.23.38	1
108.31.30.90	1
108.31.119.18	1
108.31.131.157	1
108.34.200.219	1
108.35.173.218	1
108.41.82.68	1
108.41.157.12	1
108.44.41.53	1
108.44.159.31	1
108.44.197.195	1
108.46.26.200	1
108.48.115.197	1
108.49.144.187	1
108.49.232.210	1
108.51.25.198	1
108.51.191.117	1
108.52.41.94	1
108.56.138.117	1
108.58.88.10	1
108.61.170.136	1
108.66.181.222	1
108.66.220.133	1
108.67.69.228	1
108.69.193.153	1
108.77.70.94	1
108.81.72.27	1
108.82.180.34	1
108.82.206.176	1
108.83.15.110	1
108.84.88.17	1
108.84.143.81	1
108.85.131.243	1
108.85.158.196	1
108.90.144.68	1
108.94.105.78	1
108.161.151.210	1
108.167.33.98	1
108.170.133.169	1
108.175.176.253	1
108.175.224.163	1
108.181.196.238	1
108.190.41.169	1
108.194.65.117	1
108.198.104.10	1
108.198.146.109	1
108.198.218.42	1
108.201.79.41	1
108.204.30.26	1
108.204.165.42	1
108.212.90.47	1
108.212.90.237	1
108.215.156.14	1
108.217.67.241	1
108.226.176.78	1
108.226.200.219	1
108.228.238.139	1
108.233.254.177	1
108.234.166.127	1
108.234.193.105	1
108.236.146.216	1
108.238.23.61	1
108.238.65.47	1
108.238.181.132	1
108.249.26.161	1
108.253.176.242	1
109.49.217.36	1
109.50.140.9	1
109.59.115.167	1
109.70.3.226	1
109.75.122.74	1
109.76.81.198	1
109.77.127.35	1
109.78.74.169	1
109.78.242.117	1
109.87.166.145	1
109.91.141.117	1
109.91.172.89	1
109.91.242.65	1
109.106.136.195	1
109.106.138.237	1
109.107.214.46	1
109.108.85.15	1
109.110.63.4	1
109.123.108.71	1
109.123.213.131	1
109.123.241.141	1
109.123.248.66	1
109.123.251.102	1
109.124.211.164	1
109.129.249.16	1
109.131.47.23	1
109.136.43.81	1
109.146.105.129	1
109.147.14.63	1
109.152.76.199	1
109.157.112.124	1
109.157.178.46	1
109.158.148.220	1
109.159.21.241	1
109.164.63.183	1
109.164.111.129	1
109.164.125.220	1
109.173.41.43	1
109.173.57.116	1
109.173.167.206	1
109.173.176.183	1
109.173.240.233	1
109.173.243.66	1
109.184.218.78	1
109.189.61.87	1
109.189.105.210	1
109.190.140.89	1
109.190.247.5	1
109.192.149.43	1
109.193.157.123	1
109.195.19.92	1
109.199.127.145	1
109.202.204.217	1
109.202.209.123	1
109.202.213.63	1
109.205.181.171	1
109.205.183.57	1
109.206.168.240	1
109.224.84.149	1
109.226.191.224	1
109.227.129.165	1
109.235.69.120	1
109.236.81.138	1
109.245.64.206	1
109.247.135.249	1
109.250.84.237	1
109.250.107.120	1
110.144.22.184	1
110.164.204.243	1
110.168.14.46	1
110.239.52.7	1
110.239.52.138	1
111.90.140.46	1
111.90.140.67	1
111.90.140.132	1
111.90.158.68	1
111.90.158.113	1
111.198.53.219	1
111.220.90.135	1
111.220.130.8	1
112.65.87.50	1
112.118.115.215	1
112.141.82.49	1
112.141.158.210	1
112.145.148.203	1
112.152.20.90	1
112.157.154.16	1
112.164.13.45	1
112.186.178.177	1
112.193.74.121	1
113.67.176.46	1
113.119.24.21	1
113.132.176.217	1
113.132.177.227	1
113.150.87.158	1
114.32.171.248	1
114.34.27.13	1
114.37.129.24	1
114.72.210.214	1
114.77.34.215	1
114.129.187.64	1
114.201.207.72	1
114.203.213.52	1
114.204.193.212	1
114.227.164.17	1
115.20.172.151	1
115.23.19.24	1
115.64.203.9	1
115.69.24.106	1
115.70.0.103	1
115.70.4.50	1
115.70.58.130	1
115.70.69.213	1
115.70.110.4	1
115.72.6.96	1
115.94.114.222	1
115.128.110.41	1
115.129.107.119	1
115.130.180.28	1
115.130.245.18	1
115.131.20.223	1
115.131.32.42	1
115.166.9.77	1
115.166.38.223	1
115.187.38.11	1
116.32.185.104	1
116.36.84.98	1
116.41.254.226	1
116.48.158.58	1
116.58.171.67	1
116.122.214.93	1
116.127.164.3	1
116.202.5.166	1
116.202.37.113	1
116.202.83.123	1
116.202.84.94	1
116.202.114.108	1
116.202.159.186	1
116.202.161.56	1
116.202.171.210	1
116.202.176.80	1
116.202.176.89	1
116.202.180.130	1
116.202.182.4	1
116.202.184.128	1
116.202.187.210	1
116.202.188.10	1
116.202.190.162	1
116.202.214.143	1
116.202.214.149	1
116.202.217.249	1
116.202.224.49	1
116.202.225.152	1
116.202.225.217	1
116.202.232.187	1
116.202.241.54	1
116.202.242.165	1
116.203.4.239	1
116.203.11.226	1
116.203.34.154	1
116.203.48.217	1
116.203.75.4	1
116.203.87.70	1
116.203.99.217	1
116.203.151.175	1
116.203.152.66	1
116.203.165.228	1
116.203.166.22	1
116.203.177.222	1
116.203.205.100	1
116.203.242.95	1
116.203.246.254	1
116.240.104.132	1
116.255.5.183	1
116.255.61.132	1
117.68.219.2	1
118.24.37.253	1
118.33.121.68	1
118.34.226.188	1
118.39.138.151	1
118.50.159.72	1
118.67.196.188	1
118.67.199.102	1
118.92.25.89	1
118.93.121.129	1
118.97.96.99	1
118.99.104.140	1
118.99.126.194	1
118.101.65.145	1
118.102.84.207	1
118.113.202.118	1
118.163.74.161	1
118.172.85.167	1
118.194.235.42	1
118.208.201.69	1
118.210.73.174	1
118.217.120.40	1
118.221.194.94	1
119.17.149.219	1
119.17.151.161	1
119.18.34.29	1
119.42.54.62	1
119.56.188.135	1
119.59.103.193	1
119.192.99.220	1
119.195.79.90	1
120.83.149.79	1
120.88.48.94	1
120.88.116.128	1
120.88.124.175	1
120.149.17.118	1
120.155.48.225	1
120.158.151.233	1
121.44.15.99	1
121.45.171.142	1
121.74.26.230	1
121.86.206.97	1
121.86.206.98	1
121.98.22.147	1
121.98.243.188	1
121.127.33.249	1
121.129.151.135	1
121.137.192.207	1
121.141.60.158	1
121.141.137.31	1
121.147.208.190	1
121.158.19.165	1
121.160.185.167	1
121.169.165.207	1
121.169.172.194	1
121.170.138.179	1
121.170.200.28	1
121.191.53.194	1
121.209.38.173	1
121.210.204.206	1
121.221.154.193	1
122.32.38.201	1
122.34.149.130	1
122.37.248.225	1
122.40.25.57	1
122.43.32.168	1
122.57.71.226	1
122.57.129.149	1
122.116.52.205	1
122.116.249.99	1
122.150.68.169	1
122.160.12.114	1
122.163.119.75	1
122.199.6.238	1
122.199.17.118	1
122.199.30.140	1
122.222.160.190	1
123.100.152.166	1
123.112.247.230	1
123.243.147.9	1
123.253.91.66	1
123.253.91.72	1
123.255.59.217	1
124.13.64.41	1
124.52.100.157	1
124.54.138.151	1
124.98.116.193	1
124.121.45.124	1
124.149.224.159	1
124.168.227.187	1
124.169.105.186	1
124.184.115.16	1
124.244.103.162	1
124.244.140.76	1
125.26.246.185	1
125.77.173.152	1
125.116.22.234	1
125.129.68.80	1
125.143.157.99	1
125.163.139.88	1
125.180.133.75	1
125.181.201.95	1
125.209.138.50	1
125.229.140.109	1
125.237.157.252	1
125.253.41.203	1
125.253.84.79	1
125.254.109.62	1
126.75.107.49	1
126.208.74.234	1
128.0.98.214	1
128.2.12.38	1
128.116.174.67	1
128.116.210.29	1
128.140.4.74	1
128.140.7.173	1
128.140.11.230	1
128.140.44.20	1
128.140.60.104	1
128.140.89.102	1
128.140.91.32	1
128.199.51.87	1
128.199.55.88	1
128.199.144.10	1
128.199.144.167	1
128.199.197.215	1
128.242.11.93	1
129.13.189.215	1
129.80.139.160	1
129.146.36.39	1
129.146.86.35	1
129.146.115.186	1
129.146.148.10	1
129.150.45.181	1
129.151.196.119	1
129.153.163.20	1
129.153.166.236	1
129.154.47.73	1
129.213.20.250	1
129.213.38.113	1
129.213.39.235	1
129.213.144.105	1
129.228.37.230	1
129.232.211.186	1
130.25.214.157	1
130.25.238.142	1
130.61.51.78	1
130.61.108.100	1
130.180.58.210	1
130.180.59.201	1
130.185.118.173	1
